CODETEAM|COMMENT|DORSAL|MARKERTIME|MINUTE|NUMBEROFPLAY|PLAYER|PLAYER_ID|PLAYINFO|PLAYTYPE|POINTS_A|POINTS_B|TEAM|TYPE|Stadium|Local|Visitor|Game
RMA       ||12|05:43|15|168|MILIC, MARKO|AIV       |Free Throw In (1/2 -  3 pt)|FTM|27.0|30.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||13|05:43|15|169|ZIDEK, JIRI|AIY       |In|IN|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||9|05:43|15|170|MEEK, ERIK|AIU       |Out|OUT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||7|05:43|15|171|PITTIS, RICCARDO|AIA       |In|IN|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||12|05:43|15|172|NACHBAR, BOSTJAN|AHX       |Out|OUT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||6|04:57|16|174|DJORDJEVIC, ALEKSANDAR|AIP       |Turnover (2)|TO|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||4|04:49|16|175|NICOLA, MARCELO|AHZ       |Turnover (1)|TO|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||5|04:39|16|176|STRUELENS, ERIC|AIX       |Turnover (1)|TO|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||12|04:25|16|177|MILIC, MARKO|AIV       |Foul (1)|CM|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||14|04:25|16|178|TOMIDY, ALAN|ALS       |Foul Drawn (2)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|04:25|16|182|NAUMOSKI, PETAR|AHY       |In|IN|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||5|04:25|16|183|BROWN, MARCUS|AHT       |Out|OUT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||13|04:17|16|184|ZIDEK, JIRI|AIY       |Foul (1)|CM|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||14|04:17|16|185|TOMIDY, ALAN|ALS       |Foul Drawn (3)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||4|04:17|16|186|NICOLA, MARCELO|AHZ       |Two Pointer (2/2 -  4 pt)|2FGM|29.0|30.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||6|04:17|16|187|DJORDJEVIC, ALEKSANDAR|AIP       |Two Pointer (1/2 -  2 pt)|2FGM|29.0|32.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||6|04:17|16|188|DJORDJEVIC, ALEKSANDAR|AIP       |Foul (1)|CM|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||7|04:17|16|189|PITTIS, RICCARDO|AIA       |Foul Drawn (2)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|04:17|16|190|PITTIS, RICCARDO|AIA       |Missed Free Throw (1/3 -  1 pt)|FTA|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|04:17|16|191|PITTIS, RICCARDO|AIA       |Missed Free Throw (1/4 -  1 pt)|FTA|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||5|04:17|16|192|STRUELENS, ERIC|AIX       |Def Rebound (2)|D|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||12|04:17|16|193|MILIC, MARKO|AIV       |Turnover (1)|TO|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||10|04:17|16|194|NAUMOSKI, PETAR|AHY       |Steal (1)|ST|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||14|04:07|16|195|TOMIDY, ALAN|ALS       |Missed Two Pointer (1/3 -  2 pt)|2FGA|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||5|04:04|16|196|STRUELENS, ERIC|AIX       |Def Rebound (3)|D|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||4|04:00|16|197|ANGULO, ALBERTO|AIN       |Turnover (1)|TO|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||7|03:57|17|199|PITTIS, RICCARDO|AIA       |Steal (2)|ST|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||4|03:50|17|200|NICOLA, MARCELO|AHZ       |Missed Three Pointer (0/1 -  4 pt)|3FGA|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|03:47|17|201|PITTIS, RICCARDO|AIA       |Off Rebound (1)|O|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|03:47|17|202|PITTIS, RICCARDO|AIA       |Layup Made (1/2 -  3 pt)|LAYUPMD|31.0|32.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||6|03:31|17|203|DJORDJEVIC, ALEKSANDAR|AIP       |Three Pointer (1/1 -  5 pt)|3FGM|31.0|35.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||7|03:18|17|204|PITTIS, RICCARDO|AIA       |Missed Two Pointer (1/3 -  3 pt)|2FGA|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       |||03:18|17|205||          |Off Rebound (1)|O|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||12|03:18|17|206|MILIC, MARKO|AIV       |Foul (2)|CM|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||4|03:18|17|207|NICOLA, MARCELO|AHZ       |Foul Drawn (1)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||5|03:18|17|208|BROWN, MARCUS|AHT       |In|IN|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||11|03:18|17|209|SANTOS, ISMAEL|AIB       |Out|OUT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|03:08|17|210|PITTIS, RICCARDO|AIA       |Missed Layup (1/4 -  3 pt)|LAYUPATT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|02:59|18|212|PITTIS, RICCARDO|AIA       |Off Rebound (2)|O|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|02:59|18|213|PITTIS, RICCARDO|AIA       |Missed Layup (1/5 -  3 pt)|LAYUPATT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||6|02:56|18|214|DJORDJEVIC, ALEKSANDAR|AIP       |Def Rebound (1)|D|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||13|02:53|18|215|ZIDEK, JIRI|AIY       |Layup Made (1/1 -  2 pt)|LAYUPMD|31.0|37.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||12|02:51|18|216|MILIC, MARKO|AIV       |Assist (1)|AS|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||14|02:51|18|218|TOMIDY, ALAN|ALS       |Two Pointer (2/4 -  4 pt)|2FGM|33.0|37.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||6|02:02|18|219|DJORDJEVIC, ALEKSANDAR|AIP       |Turnover (3)|TO|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||10|02:00|18|220|NAUMOSKI, PETAR|AHY       |Assist (1)|AS|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|01:58|19|222|PITTIS, RICCARDO|AIA       |Dunk (2/6 -  5 pt)|DUNK|35.0|37.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|01:43|19|223|PITTIS, RICCARDO|AIA       |Foul Drawn (3)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||13|01:43|19|224|ZIDEK, JIRI|AIY       |Turnover (1)|TO|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||13|01:43|19|225|ZIDEK, JIRI|AIY       |Offensive Foul (2)|OF|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||5|01:28|19|226|BROWN, MARCUS|AHT       |Missed Three Pointer (1/2 -  11 pt)|3FGA|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||5|01:27|19|227|STRUELENS, ERIC|AIX       |Def Rebound (4)|D|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||6|01:21|19|228|DJORDJEVIC, ALEKSANDAR|AIP       |Layup Made (2/3 -  7 pt)|LAYUPMD|35.0|39.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||4|00:51|20|230|NICOLA, MARCELO|AHZ       |Dunk (3/3 -  6 pt)|DUNK|37.0|39.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|00:49|20|231|NAUMOSKI, PETAR|AHY       |Assist (2)|AS|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||4|00:44|20|232|ANGULO, ALBERTO|AIN       |Two Pointer (1/1 -  5 pt)|2FGM|37.0|41.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       |||00:42|20|233||          |Time Out (1)|TOUT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||4|00:30|20|234|NICOLA, MARCELO|AHZ       |Turnover (2)|TO|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||13|00:25|20|235|ZIDEK, JIRI|AIY       |Steal (1)|ST|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||5|00:18|20|236|STRUELENS, ERIC|AIX       |Turnover (2)|TO|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||5|00:16|20|237|BROWN, MARCUS|AHT       |Steal (1)|ST|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|00:01|20|238|NAUMOSKI, PETAR|AHY       |Three Pointer (2/2 -  10 pt)|3FGM|40.0|41.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
          ||||21|240||          |End Period|EP||||0|PALAVERDE|TRE|RMA|104
RMA       ||7|09:00|21|241|ANGULO, LUCIO|AIO       |In|IN|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||11|09:00|21|242|HERREROS, ALBERTO|AIR       |In|IN|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||9|09:00|21|243|MEEK, ERIK|AIU       |In|IN|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||15|09:00|21|244|ITURBE, IKER|AIS       |In|IN|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||14|09:00|21|245|LOPEZ, RAUL|AIT       |In|IN|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||12|09:00|21|246|MILIC, MARKO|AIV       |Out|OUT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||13|09:00|21|247|ZIDEK, JIRI|AIY       |Out|OUT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||4|09:00|21|248|ANGULO, ALBERTO|AIN       |Out|OUT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||5|09:00|21|249|STRUELENS, ERIC|AIX       |Out|OUT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||6|09:00|21|250|DJORDJEVIC, ALEKSANDAR|AIP       |Out|OUT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||8|09:00|21|251|MARCONATO, DENIS|AHW       |In|IN|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||15|09:00|21|252|GARBAJOSA, JORGE|AHV       |In|IN|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||4|09:00|21|253|NICOLA, MARCELO|AHZ       |Out|OUT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||14|09:00|21|254|TOMIDY, ALAN|ALS       |Out|OUT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||5|09:45|21|255|BROWN, MARCUS|AHT       |Missed Two Pointer (3/4 -  11 pt)|2FGA|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||9|09:42|21|256|MEEK, ERIK|AIU       |Def Rebound (2)|D|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||9|09:17|21|257|MEEK, ERIK|AIU       |Turnover (1)|TO|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||10|09:14|21|258|NAUMOSKI, PETAR|AHY       |Foul Drawn (2)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||15|09:14|21|259|ITURBE, IKER|AIS       |Foul (1)|CM|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||10|09:04|21|260|NAUMOSKI, PETAR|AHY       |Three Pointer (3/3 -  13 pt)|3FGM|43.0|41.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||11|08:51|22|262|HERREROS, ALBERTO|AIR       |Three Pointer (1/2 -  5 pt)|3FGM|43.0|44.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||14|08:49|22|263|LOPEZ, RAUL|AIT       |Assist (2)|AS|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||10|08:26|22|264|NAUMOSKI, PETAR|AHY       |Turnover (3)|TO|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||14|08:24|22|265|LOPEZ, RAUL|AIT       |Steal (2)|ST|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||5|08:22|22|266|BROWN, MARCUS|AHT       |Foul (2)|CM|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||9|08:22|22|267|MEEK, ERIK|AIU       |Foul Drawn (5)|RV|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||9|08:22|22|268|MEEK, ERIK|AIU       |Missed Free Throw (4/5 -  6 pt)|FTA|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||9|08:22|22|269|MEEK, ERIK|AIU       |Free Throw In (5/6 -  7 pt)|FTM|43.0|45.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||15|08:22|22|270|ITURBE, IKER|AIS       |Assist (2)|AS|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||5|08:06|22|271|BROWN, MARCUS|AHT       |Layup Made (4/5 -  13 pt)|LAYUPMD|45.0|45.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||15|07:45|23|273|ITURBE, IKER|AIS       |Three Pointer (1/3 -  3 pt)|3FGM|45.0|48.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||9|07:43|23|274|MEEK, ERIK|AIU       |Assist (1)|AS|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||7|07:26|23|275|ANGULO, LUCIO|AIO       |Foul (3)|CM|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||15|07:26|23|276|GARBAJOSA, JORGE|AHV       |Foul Drawn (1)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||5|07:22|23|277|BROWN, MARCUS|AHT       |Layup Made (5/6 -  15 pt)|LAYUPMD|47.0|48.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|07:20|23|278|PITTIS, RICCARDO|AIA       |Assist (2)|AS|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||11|07:02|23|279|HERREROS, ALBERTO|AIR       |Three Pointer (2/3 -  8 pt)|3FGM|47.0|51.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||14|06:59|24|281|LOPEZ, RAUL|AIT       |Assist (3)|AS|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||15|06:40|24|282|GARBAJOSA, JORGE|AHV       |Three Pointer (1/1 -  5 pt)|3FGM|50.0|51.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|06:38|24|283|NAUMOSKI, PETAR|AHY       |Assist (3)|AS|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||9|06:17|24|284|MEEK, ERIK|AIU       |Turnover (2)|TO|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||9|06:17|24|285|MEEK, ERIK|AIU       |Offensive Foul (2)|OF|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||8|06:17|24|286|MARCONATO, DENIS|AHW       |Foul Drawn (2)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|06:01|24|287|PITTIS, RICCARDO|AIA       |Layup Made (3/7 -  7 pt)|LAYUPMD|52.0|51.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|06:00|24|288|NAUMOSKI, PETAR|AHY       |Assist (4)|AS|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||9|05:44|25|290|MEEK, ERIK|AIU       |Layup Made (2/2 -  9 pt)|LAYUPMD|52.0|53.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||14|05:41|25|291|LOPEZ, RAUL|AIT       |Assist (4)|AS|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||5|05:17|25|292|BROWN, MARCUS|AHT       |Missed Layup (5/7 -  15 pt)|LAYUPATT|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||5|05:17|25|293|BROWN, MARCUS|AHT       |Shot Rejected (1)|AG|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||11|05:14|25|294|HERREROS, ALBERTO|AIR       |Block (1)|FV|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||15|05:12|25|296|GARBAJOSA, JORGE|AHV       |Off Rebound (2)|O|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|05:24|25|299|NAUMOSKI, PETAR|AHY       |Missed Three Pointer (3/4 -  13 pt)|3FGA|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       |||05:18|25|300||          |Def Rebound (1)|D|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||11|05:04|25|301|HERREROS, ALBERTO|AIR       |Missed Two Pointer (1/2 -  8 pt)|2FGA|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||8|05:04|25|302|MARCONATO, DENIS|AHW       |Foul (3)|CM|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||9|05:04|25|303|MEEK, ERIK|AIU       |Foul Drawn (6)|RV|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       |||05:04|25|304||          |Off Rebound (2)|O|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||7|04:55|26|306|ANGULO, LUCIO|AIO       |Two Pointer (2/2 -  5 pt)|2FGM|52.0|55.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||7|04:34|26|307|ANGULO, LUCIO|AIO       |Foul (4)|CM|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||7|04:34|26|308|PITTIS, RICCARDO|AIA       |Foul Drawn (4)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|04:34|26|309|PITTIS, RICCARDO|AIA       |Layup Made (4/8 -  9 pt)|LAYUPMD|54.0|55.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||12|04:34|26|310|MILIC, MARKO|AIV       |In|IN|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||7|04:34|26|311|ANGULO, LUCIO|AIO       |Out|OUT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||7|04:34|26|312|PITTIS, RICCARDO|AIA       |Free Throw In (2/5 -  10 pt)|FTM|55.0|55.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||14|04:15|26|313|LOPEZ, RAUL|AIT       |Missed Two Pointer (0/1 -  11 pt)|2FGA|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       |||04:15|26|314||          |Def Rebound (2)|D|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||15|03:55|27|316|GARBAJOSA, JORGE|AHV       |Three Pointer (2/2 -  8 pt)|3FGM|58.0|55.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|03:54|27|317|PITTIS, RICCARDO|AIA       |Assist (3)|AS|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||14|03:32|27|318|LOPEZ, RAUL|AIT       |Missed Three Pointer (3/4 -  11 pt)|3FGA|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||14|03:29|27|319|LOPEZ, RAUL|AIT       |Off Rebound (1)|O|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||15|03:20|27|320|ITURBE, IKER|AIS       |Missed Two Pointer (0/2 -  3 pt)|2FGA|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||8|03:18|27|321|MARCONATO, DENIS|AHW       |Def Rebound (2)|D|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||7|03:14|27|322|PITTIS, RICCARDO|AIA       |Layup Made (5/9 -  12 pt)|LAYUPMD|60.0|55.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|03:14|27|323|NAUMOSKI, PETAR|AHY       |Assist (5)|AS|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       |||03:14|27|324||          |Time Out (1)|TOUT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||5|03:05|27|325|BROWN, MARCUS|AHT       |Foul (3)|CM|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||15|03:05|27|326|ITURBE, IKER|AIS       |Foul Drawn (1)|RV|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||11|02:53|28|328|HERREROS, ALBERTO|AIR       |Three Pointer (3/4 -  11 pt)|3FGM|60.0|58.0|Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||12|02:52|28|329|MILIC, MARKO|AIV       |Assist (2)|AS|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||14|02:22|28|330|LOPEZ, RAUL|AIT       |Foul (2)|CM|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||10|02:22|28|331|NAUMOSKI, PETAR|AHY       |Foul Drawn (3)|RV|||Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||5|02:22|28|334|STRUELENS, ERIC|AIX       |In|IN|||Real Madrid|0|PALAVERDE|TRE|RMA|104
RMA       ||9|02:22|28|335|MEEK, ERIK|AIU       |Out|OUT|||Real Madrid|0|PALAVERDE|TRE|RMA|104
TRE       ||10|02:22|28|336|NAUMOSKI, PETAR|AHY       |Free Throw In (3/3 -  14 pt)|FTM|61.0|58.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
TRE       ||10|02:22|28|337|NAUMOSKI, PETAR|AHY       |Free Throw In (4/4 -  15 pt)|FTM|62.0|58.0|Benetton Treviso|0|PALAVERDE|TRE|RMA|104
RMA       ||11|02:02|28|338|HERREROS, ALBERTO|AIR       |Missed Two Pointer (1/3 -  11 pt)|2FGA|||Real Madrid|0|PALAVERDE|TRE|RMA|104
