PLAYER;TEAM;Games;Season;C3R;C3R_A;E3R;E3R_A;Ce3R;Ce3R_A;Ce3L;Ce3L_A;E3L;E3L_A;C3L;C3L_A;MBR;MBR_A;MER;MER_A;MEL;MEL_A;MBL;MBL_A;PR;PR_A;PC;PC_A;PL;PL_A
IVAN LAZAREV;CSK       ;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;4;0;2
BRANKO LAZIC;RED       ;25;16;3;4;6;13;0;3;1;2;2;9;4;7;1;7;3;5;0;2;3;10;9;14;4;6;1;3
LUKAS LEKAVICIUS;ZAL       ;19;16;3;3;4;9;2;4;1;1;3;9;3;5;1;5;3;13;4;9;0;3;2;3;2;8;5;7
JEREMY LELOUP;STR       ;10;16;0;2;3;13;0;2;0;2;3;10;1;1;3;4;0;3;0;2;4;7;2;3;5;5;3;6
AUGUSTO CESAR LIMA;MAD       ;6;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;3;5;6;5;5
VYTENIS LIPKEVICIUS;ZAL       ;1;16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
SERGIO LLULL;MAD       ;24;16;0;5;19;48;5;20;20;41;8;33;2;3;2;9;6;15;8;15;1;4;11;21;9;19;1;7
DAVID LOGAN;SAS       ;8;16;2;3;5;14;2;7;2;9;4;18;1;2;2;5;1;3;0;4;2;4;3;7;3;6;5;8
MATT LOJESKI;OLY       ;11;16;2;3;7;14;2;6;2;5;4;9;1;4;3;11;2;2;4;5;0;2;4;8;5;6;4;4
MICHALIS LOUNTZIS;PAN       ;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
JONAS MACIULIS;MAD       ;25;16;1;6;5;14;1;6;2;6;7;21;0;8;2;3;0;7;2;6;0;2;5;10;7;9;7;12
MILAN MACVAN;MIL       ;6;16;0;0;1;2;2;3;0;2;1;4;0;0;1;4;0;1;0;2;0;1;4;8;4;7;6;7
MELIH MAHMUTOGLU;ULK       ;16;16;1;5;2;11;2;4;3;4;11;22;2;6;0;1;1;2;0;1;0;1;1;1;0;0;2;3
VANGELIS MANTZARIS;OLY       ;23;16;0;0;13;29;6;12;7;15;5;15;3;5;1;1;0;1;0;1;0;4;5;17;3;9;6;12
DENIS MARCONATO;SAS       ;3;16;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0
MANUCHAR MARKOISHVILI;DAR       ;21;16;1;3;6;18;3;13;4;9;7;20;2;7;4;13;1;6;3;6;8;17;6;7;5;8;2;5
STEFAN MARKOVIC;MAL       ;10;16;0;0;0;6;1;6;0;5;4;7;0;0;0;2;2;3;0;0;0;0;3;3;1;2;0;1
DANIEL MAYR;MUN       ;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
LOVRO MAZALIN;CED       ;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;3;2;2;1;1
TREVOR MBAKWE;TEL       ;10;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;2;4;0;1;5;8;11;20;4;7
GAL MEKEL;RED       ;4;16;0;0;0;2;0;0;0;0;1;1;0;0;0;1;1;9;1;4;0;2;1;2;1;3;1;2
NICOLO MELLI;BAM       ;23;16;1;4;4;10;6;10;1;6;9;17;3;5;4;11;4;16;4;9;11;20;8;14;4;14;13;17
VASILIJE MICIC;MUN       ;19;16;1;2;4;11;0;6;3;8;5;11;0;0;1;6;1;7;0;2;2;7;7;11;1;6;5;16
DARIUS MILLER;BAM       ;24;16;1;2;6;19;6;15;5;13;11;22;3;7;1;7;7;16;11;22;5;11;11;16;8;16;7;8
QUINCY MILLER;RED       ;24;16;2;2;4;21;7;23;11;29;10;28;2;7;4;16;7;15;5;16;7;13;32;39;14;21;15;21
NIKOLA MILUTINOV;OLY       ;16;16;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;5;0;2;0;0;11;15;9;16;3;8
LUKA MITROVIC;RED       ;3;16;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;2;0;2;0;1;1;1;1;2;3;4
VLAD MOLDOVEANU;GSS       ;7;16;2;2;2;4;3;5;1;2;6;9;1;2;1;3;0;3;0;4;4;7;0;1;3;5;2;3
SERGEY MONIA;KHI       ;24;16;0;3;9;27;8;24;6;19;8;15;1;2;3;8;4;10;3;6;2;3;5;8;3;8;2;5
BROCK MOTUM;ZAL       ;23;16;0;3;5;6;3;4;1;2;4;20;0;2;1;2;2;7;4;10;4;14;6;11;15;25;20;28
VASSILIS MOURATOS;OLY       ;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
DZANAN MUSA;CED       ;8;16;1;1;1;3;0;1;0;1;1;5;0;0;0;1;1;1;1;2;0;1;2;2;1;3;2;6
JAMEL McLEAN;MIL       ;10;16;0;0;0;2;0;1;0;0;1;2;0;0;1;3;1;7;5;8;2;2;5;7;12;20;7;11
STEFAN NASTIC;RED       ;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;1;1;0;0;0;0;0;0;0;1
JUAN CARLOS NAVARRO;BAR       ;26;16;0;0;10;39;3;11;4;13;20;55;3;5;6;12;7;16;5;11;7;12;7;9;2;12;1;6
MAURICE NDOUR;MAD       ;4;16;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;2;3;0;0;2;2
NEMANJA NEDOVIC;MAL       ;23;16;2;4;3;17;6;16;3;14;9;28;1;3;2;6;5;8;4;10;2;4;6;13;5;12;13;17
DeMARCUS NELSON;MAL       ;14;16;0;1;1;6;0;2;0;1;5;9;2;4;0;4;2;11;2;8;1;2;12;17;5;6;6;12
DEMETRIS NICHOLS;CSK       ;20;16;1;5;5;13;0;4;4;6;1;7;4;6;4;4;2;4;0;1;0;1;7;8;2;6;5;8
ALEKSEJ NIKOLIC;BAM       ;6;16;0;1;1;1;0;2;0;0;2;4;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1
ANDRES NOCIONI;MAD       ;24;16;4;10;13;29;2;7;1;5;3;16;1;3;1;2;0;2;0;1;1;6;8;15;7;10;3;8
FRANK NTILIKINA;STR       ;4;16;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;2;3;0;0;0;0;0;0;0;1
IKE OFOEGBU;TEL       ;6;16;0;0;3;3;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;1;0;1;1;2;0;0
YOGEV OHAYON;TEL       ;10;16;1;1;4;9;0;4;0;0;0;6;0;0;0;2;2;8;3;6;0;3;3;5;6;8;0;0
GABE OLASENI;BAM       ;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;8;0;2;0;1
BRAD OLESON;BAR       ;29;16;1;2;7;23;2;7;0;2;5;24;2;6;0;2;1;2;2;4;3;10;2;5;0;2;6;9
ARINZE ONUAKU;TEL       ;10;16;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;4;2;3;0;0;4;5;5;14;2;4
CEDI OSMAN;IST       ;23;16;7;15;5;21;2;4;2;4;9;21;2;5;1;7;1;3;1;2;0;5;21;29;6;10;6;15
DOGUS OZDEMIROGLU;DAR       ;1;16;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JUAN PALACIOS;KSK       ;9;16;0;2;0;5;1;3;1;3;1;2;0;2;5;13;2;10;2;6;2;10;2;5;14;19;3;4
GEORGIOS PAPAGIANNIS;PAN       ;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;1;1;2;0;2;2;4
KOSTAS PAPANIKOLAOU;OLY       ;7;16;0;0;1;5;0;1;0;4;1;6;0;1;0;0;0;2;1;1;0;0;4;6;5;6;4;7
IOANNIS PAPAPETROU;OLY       ;23;16;3;4;6;14;2;5;2;3;3;14;0;0;1;7;0;7;1;6;1;5;13;18;8;19;11;16
NIKOS PAPPAS;PAN       ;5;16;0;0;0;0;0;1;0;3;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;2;2
RUSLAN PATEEV;KHI       ;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0
SASHA PAVLOVIC;PAN       ;25;16;3;6;4;14;2;6;0;5;2;12;1;5;2;6;0;7;4;8;1;9;14;20;5;11;14;22
MARK PAYNE;LMG       ;9;16;1;1;0;3;0;2;0;0;0;2;1;1;0;3;1;2;1;3;1;2;2;4;4;5;2;4
FRANCESCO PELLEGRINO;SAS       ;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
STRATOS PERPEROGLOU;BAR       ;29;16;3;9;9;27;1;5;4;11;19;41;1;3;7;13;4;12;2;8;7;22;11;19;8;16;9;18
BRENT PETWAY;SAS       ;7;16;1;1;0;0;1;2;0;5;1;4;0;2;0;2;0;0;1;2;0;0;1;1;0;0;8;10
FRAN PILEPIC;CED       ;22;16;3;5;12;27;0;2;1;6;12;15;3;8;1;2;8;12;2;6;1;6;1;2;3;3;2;3
DARKO PLANINIC;BAS       ;21;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;0;1;9;13;8;14;11;18
GUY PNINI;TEL       ;10;16;2;3;4;8;1;3;3;5;4;10;0;0;0;0;0;0;0;1;2;3;0;0;0;1;1;1
MARTYNAS POCIUS;ZAL       ;18;16;0;1;3;11;0;1;0;5;2;7;0;1;0;2;2;5;2;4;1;5;3;9;2;5;9;14
MARCEL PONITKA;GSS       ;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1
MATEUSZ PONITKA;GSS       ;10;16;1;1;1;8;1;5;1;1;1;5;0;0;0;0;0;6;2;8;2;5;9;12;20;29;8;11
EMIR PRELDZIC;DAR       ;19;16;3;8;4;11;1;6;1;6;2;7;1;5;1;5;0;3;2;5;2;7;6;8;2;5;4;7
GEORGIOS PRINTEZIS;OLY       ;21;16;1;6;8;14;1;4;1;5;6;21;3;4;10;24;3;8;7;15;3;13;21;38;21;33;31;40
JACOB PULLEN;CED       ;24;16;0;2;16;42;5;26;8;27;16;37;0;0;2;5;7;15;3;13;1;6;34;53;6;16;10;17
DINO RADONCIC;MAD       ;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
LEON RADOSEVIC;BAM       ;19;16;0;0;0;0;0;0;0;0;0;0;0;0;5;11;6;11;2;7;3;10;18;28;13;18;6;11
MIROSLAV RADULJICA;PAN       ;27;16;0;0;0;0;0;0;0;0;0;0;0;0;4;8;6;15;6;22;4;9;22;36;45;74;38;56
JOE RAGLAND;KSK       ;7;16;0;0;4;9;2;6;1;3;3;9;0;1;0;1;1;3;1;2;1;3;2;6;9;13;7;13
BRIAN RANDLE;TEL       ;8;16;0;0;0;0;0;0;0;0;1;1;1;4;2;3;3;6;1;5;2;5;3;3;10;14;3;4
JEROME RANDLE;ZAL       ;6;16;0;0;0;3;0;2;0;1;1;9;0;0;0;2;2;16;6;12;2;3;4;12;0;2;4;7
ANTHONY RANDOLPH;TIV       ;23;16;3;12;6;22;1;4;3;7;4;16;2;14;19;39;9;24;8;26;10;28;13;29;23;36;23;31
NIKOLA REBIC;RED       ;9;16;1;2;0;2;0;3;0;1;1;8;3;5;1;2;0;2;0;2;1;1;3;3;0;1;1;2
REGGIE REDDING;DAR       ;24;16;1;4;5;14;1;5;2;3;1;7;2;4;2;8;5;12;3;9;9;25;11;19;4;6;13;21
ALEX RENFROE;MUN       ;10;16;0;2;0;3;3;6;3;3;5;9;0;0;0;4;2;6;2;4;6;9;6;8;5;11;5;8
FELIPE REYES;MAD       ;26;16;1;3;8;15;0;2;0;1;2;6;1;2;5;12;7;14;4;9;8;17;27;45;10;20;16;29
J.R. REYNOLDS;GSS       ;6;16;1;1;1;3;0;2;1;2;1;7;0;0;0;0;1;3;1;6;0;2;1;1;2;4;0;2
PAU RIBAS;BAR       ;27;16;1;3;10;18;4;8;3;9;5;19;2;2;5;14;5;7;3;12;4;11;4;9;4;5;5;6
TYRESE RICE;KHI       ;24;16;1;2;14;37;5;14;2;18;11;31;3;10;5;16;13;27;7;22;3;11;12;22;18;37;8;16
K.C. RIVERS;MUN       ;27;16;3;4;13;40;2;7;3;7;18;46;1;1;1;7;6;13;9;15;5;12;10;13;7;12;5;8
TAYLOR ROCHESTIE;TEL       ;10;16;2;4;6;12;4;14;4;14;3;3;0;0;7;15;10;18;4;14;4;10;0;3;5;8;0;2
SERGIO RODRIGUEZ;MAD       ;27;16;2;2;24;49;10;27;5;20;10;26;1;2;6;15;5;16;2;5;0;0;19;32;9;19;7;10
BRIAN SACCHETTI;SAS       ;9;16;0;0;1;3;3;3;0;3;1;5;0;0;0;1;0;0;0;1;0;0;5;7;1;1;1;3
MARTYNAS SAJUS;ZAL       ;9;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;2;4;4;7
SAMARDO SAMUELS;BAR       ;24;16;0;0;0;3;0;1;0;1;0;0;0;0;3;6;0;5;0;6;2;3;27;43;13;23;9;16
DARIO SARIC;IST       ;24;16;1;5;6;12;6;15;8;13;4;18;4;8;7;20;8;22;4;8;5;12;27;37;8;10;15;25
TOMAS SATORANSKY;BAR       ;29;16;4;5;4;13;2;12;4;13;12;23;0;4;5;12;6;11;4;15;4;5;22;31;18;30;13;23
DUSKO SAVANOVIC;MUN       ;9;16;0;0;1;11;6;16;3;6;1;4;1;2;4;12;3;5;3;6;6;10;6;10;2;6;3;6
OGUZ SAVAS;DAR       ;3;16;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;2;3;0;1
HEIKO SCHAFFARTZIK;LMG       ;10;16;3;4;1;10;3;8;3;7;10;18;3;3;1;2;0;4;2;3;1;3;2;3;0;1;0;1
SOFOKLIS SCHORTSANITIS;RED       ;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;4;2;2
ITAY SEGEV;TEL       ;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
RENALDAS SEIBUTIS;ZAL       ;21;16;0;1;4;11;2;8;2;8;5;15;2;3;1;13;5;17;5;13;6;10;17;24;6;11;3;5
SONER SENTURK;KSK       ;3;16;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;1
MAXIM SHELEKETO;KHI       ;2;16;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
TORNIKE SHENGELIA;BAS       ;8;16;0;0;2;3;3;5;0;0;2;6;0;0;0;1;0;3;1;1;0;1;9;12;6;12;7;11
ALEXEY SHVED;KHI       ;24;16;2;6;18;58;9;27;6;18;19;48;2;3;3;9;6;17;8;21;5;13;12;27;27;38;8;20
BORISA SIMANIC;RED       ;3;16;0;0;0;0;1;1;0;1;1;5;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1
KRUNOSLAV SIMON;MIL       ;10;16;1;3;8;22;1;9;0;7;1;8;5;10;2;4;1;4;2;3;2;3;2;5;4;11;7;15
MARKO SIMONOVIC;RED       ;27;16;2;9;13;30;4;14;4;11;15;31;7;12;0;6;0;2;0;3;3;5;8;10;3;4;10;14
CHRIS SINGLETON;TIV       ;31;16;0;2;7;23;7;16;3;11;6;23;2;3;13;28;6;15;3;9;9;21;9;24;16;27;14;26
KENAN SIPAHI;KSK       ;10;16;0;0;0;2;0;7;0;5;4;6;0;0;1;2;3;5;2;7;1;6;1;2;5;8;2;3
MARCUS SLAUGHTER;DAR       ;21;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;3;0;1;20;29;5;6;10;14
KOSTAS SLOUKAS;ULK       ;21;16;0;1;2;7;3;8;1;4;1;5;3;4;5;10;4;10;2;11;1;5;4;6;4;8;14;19
DEVIN SMITH;TEL       ;9;16;1;3;13;20;0;3;1;3;3;13;1;3;1;4;3;8;3;8;5;6;4;11;4;12;1;1
JAMAR SMITH;MAL       ;15;16;1;7;9;20;2;2;2;9;6;14;1;3;7;17;2;8;5;11;3;12;1;5;2;4;2;9
DMITRY SOKOLOV;KHI       ;6;16;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;3;3;6;8;1;1
VASSILIS SPANOULIS;OLY       ;20;16;2;4;2;28;9;31;9;24;4;11;0;1;1;11;5;16;3;12;3;5;13;34;9;19;9;20
LUCCA STAIGER;BAM       ;17;16;3;6;4;6;2;3;1;4;3;15;2;9;1;2;0;0;2;2;0;1;0;0;1;1;0;0
VLADIMIR STIMAC;RED       ;25;16;0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;4;0;3;2;8;28;43;21;38;12;20
ROK STIPCEVIC;SAS       ;10;16;0;1;5;8;2;4;2;10;5;10;0;2;0;2;0;2;1;4;0;0;5;8;0;1;2;6
D.J. STRAWBERRY;OLY       ;23;16;1;3;6;17;1;4;1;5;4;22;1;4;1;6;0;3;1;6;1;6;18;24;8;12;8;16
JANIS STRELNIEKS;BAM       ;24;16;1;5;8;22;3;6;4;13;15;33;5;10;4;7;3;9;3;10;5;11;12;16;5;8;11;16
CARLOS SUAREZ;MAL       ;23;16;0;2;5;16;0;1;2;7;5;21;2;7;2;3;1;4;1;5;1;3;3;7;3;7;2;4
SZYMON SZEWCZYK;GSS       ;9;16;0;1;1;5;4;7;1;4;2;6;0;0;0;2;1;2;1;1;0;0;3;3;6;8;2;3
BRYCE TAYLOR;MUN       ;9;16;0;1;3;7;3;5;1;4;0;6;0;0;1;4;2;4;0;2;1;2;3;10;2;5;3;3
JEFFERY TAYLOR;MAD       ;23;16;2;6;4;7;0;1;0;2;2;9;2;6;3;4;0;4;0;4;0;3;12;19;10;15;8;11
MARKO TEJIC;RED       ;9;16;0;0;0;2;0;1;0;1;0;1;0;0;0;0;0;0;0;3;1;2;1;2;0;1;1;2
MILOS TEODOSIC;CSK       ;29;16;4;7;29;54;15;39;13;41;15;35;1;2;3;14;6;13;15;23;4;11;12;20;4;8;17;27
DANIEL THEIS;BAM       ;24;16;4;8;1;5;4;5;2;7;3;10;0;1;2;7;4;12;6;16;1;3;22;27;17;32;16;20
WILL THOMAS;MAL       ;24;16;0;1;4;15;4;10;2;10;1;13;0;2;7;20;2;6;2;6;6;14;12;19;11;20;18;25
TREY THOMPKINS;MAD       ;15;16;4;8;1;8;2;3;3;9;3;7;1;5;1;3;4;9;2;5;2;7;3;5;4;6;2;7
DEON THOMPSON;MUN       ;10;16;0;0;0;0;0;1;0;0;0;0;0;0;5;15;7;12;3;10;4;12;11;13;6;11;5;11
RYAN THOMPSON;RED       ;10;16;0;1;4;10;0;1;0;1;0;6;0;2;0;0;1;2;0;3;1;3;3;6;4;9;6;7
KIM TILLIE;BAS       ;29;16;2;5;3;10;1;5;0;1;1;8;1;1;6;19;1;14;6;9;2;6;23;30;10;21;11;18
MARKO TODOROVIC;KHI       ;14;16;0;0;0;2;0;0;0;0;0;1;0;0;0;1;2;2;2;4;1;1;5;12;16;25;3;7
VASSILIS TOLIOPOULOS;OLY       ;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANTE TOMIC;BAR       ;29;16;0;0;0;0;0;0;0;0;0;0;0;0;3;11;6;14;6;15;5;10;26;44;35;51;34;47
ALI TRAORE;LMG       ;9;16;0;0;0;0;0;0;0;0;0;0;0;0;2;4;3;4;3;5;3;7;11;15;7;15;13;21
ROMEO TRAVIS;STR       ;6;16;0;0;0;1;0;0;0;0;0;0;0;0;1;2;4;6;2;5;0;0;1;4;5;7;3;4
MICHALIS TSAIRELIS;OLY       ;6;16;0;0;0;0;0;1;0;0;0;1;0;0;1;2;0;0;0;0;0;0;4;4;1;4;0;4
METIN TUREN;DAR       ;2;16;0;1;0;0;0;0;0;0;2;2;0;1;0;1;0;0;0;1;0;0;0;1;1;1;0;0
ALEX TYUS;IST       ;24;16;0;0;0;0;0;0;0;0;0;0;0;0;2;4;6;8;2;5;3;11;22;36;11;19;12;24
EKPE UDOH;ULK       ;27;16;0;0;0;0;0;1;0;0;0;1;0;0;5;11;9;25;14;34;6;23;40;52;30;49;28;42
BERK UGURLU;ULK       ;11;16;1;1;0;0;0;1;1;2;0;1;0;0;2;4;2;5;0;0;0;2;3;3;2;2;4;5
EDGARAS ULANOVAS;ZAL       ;24;16;1;2;4;14;1;2;1;2;5;12;1;4;0;12;3;8;3;11;1;5;6;16;11;22;11;17
JARVIS VARNADO;SAS       ;9;16;0;0;0;0;0;0;0;0;0;0;0;0;4;6;3;7;5;8;3;6;6;9;8;15;3;4
FRAN VAZQUEZ;MAL       ;22;16;0;0;0;0;0;0;0;0;0;0;0;0;3;10;10;19;3;8;4;15;11;15;7;13;18;26
KASPARS VECVAGARS;ZAL       ;13;16;0;1;2;3;2;5;1;2;3;7;1;2;0;2;1;7;1;4;0;2;1;3;1;1;1;4
SIIM-SANDER VENE;ZAL       ;17;16;1;6;2;5;0;1;1;1;1;6;1;1;3;7;1;1;0;0;6;10;3;4;4;7;4;6
JAN VESELY;ULK       ;23;16;0;0;1;1;0;0;0;0;1;1;0;0;2;6;6;20;7;20;4;11;39;54;23;29;32;41
ALEKSANDAR VEZENKOV;BAR       ;17;16;1;4;6;12;0;1;1;2;3;7;1;1;2;5;0;1;0;0;0;3;3;4;1;3;3;3
EVGENY VORONOV;TIV       ;27;16;1;5;3;14;2;2;0;2;4;12;0;1;6;18;6;9;1;2;3;7;12;18;8;12;9;10
ANDREY VORONTSEVICH;CSK       ;28;16;0;4;19;35;6;16;3;17;15;26;5;10;3;8;2;7;3;10;5;11;9;14;8;12;5;8
IAN VOUGIOUKAS;ZAL       ;24;16;0;0;0;0;0;0;0;0;0;0;0;0;1;5;4;13;11;22;8;27;18;31;27;43;28;38
EGOR VYALTSEV;KHI       ;18;16;2;2;4;9;1;5;4;6;3;9;0;1;0;3;3;6;1;4;1;4;0;1;0;2;0;1
HENRY WALKER;CED       ;16;16;0;2;4;10;2;8;2;9;7;13;0;1;3;7;1;2;1;4;1;6;1;4;0;1;4;7
BRAD WANAMAKER;BAM       ;24;16;1;1;9;24;10;20;3;16;6;15;0;0;6;16;5;20;6;25;5;13;30;40;8;12;16;33
HAKIM WARRICK;OLY       ;6;16;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;0;0;0;3;3;8;1;1
KYLE WEEMS;STR       ;10;16;0;1;2;12;1;6;4;9;6;13;0;2;4;7;3;7;0;6;3;7;2;3;4;9;2;4
LEO WESTERMANN;LMG       ;10;16;1;3;4;9;1;4;2;6;2;8;1;2;3;5;1;8;2;3;2;7;7;10;3;5;8;9
JAMES WHITE;CED       ;24;16;6;12;0;6;0;2;1;2;4;10;3;15;5;14;1;4;4;16;1;13;23;35;14;16;21;31
SCOTTIE WILBEKIN;DAR       ;20;16;1;4;7;25;6;16;7;15;10;30;5;10;4;12;5;15;4;8;0;5;12;23;3;7;5;11
ELLIOT WILLIAMS;PAN       ;10;16;0;2;3;7;1;3;1;4;0;7;0;0;3;7;2;8;1;6;2;7;8;12;7;16;14;27
MARCUS WILLIAMS;RED       ;3;16;0;0;0;2;1;3;0;1;1;4;0;1;0;1;2;3;0;2;0;0;1;2;0;1;0;0
MATHIEU WOJCIECHOWSKI;LMG       ;4;16;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
MEHMET YAGMUR;DAR       ;13;16;1;4;0;5;1;3;1;5;3;5;2;4;2;5;0;1;0;0;0;1;13;17;0;0;1;3
PATRIC YOUNG;OLY       ;5;16;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;8;11;4;6;7;8
OMER YURTSEVEN;ULK       ;7;16;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;3;4;0;2;0;1;2;2
PRZEMYSLAW ZAMOJSKI;GSS       ;10;16;0;1;4;14;3;6;2;3;1;7;1;2;1;2;0;2;1;2;0;2;1;1;2;2;1;2
FREJUS ZERBO;LMG       ;10;16;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;4;4;6;2;6;5;8;3;7;4;13
KARLO ZGANEC;CED       ;18;16;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;4;1;1;1;3;7;15;3;6;5;8
PAUL ZIPSER;MUN       ;9;16;0;0;1;5;2;7;1;2;1;3;0;1;0;3;0;1;2;3;1;2;5;5;2;3;4;5
MAIK ZIRBES;RED       ;27;16;0;0;0;0;0;0;0;0;0;1;0;0;3;15;4;11;2;6;5;15;52;62;42;64;17;33
NIKOS ZISIS;BAM       ;24;16;2;4;5;15;7;13;4;9;4;18;4;7;6;20;16;32;11;20;2;11;15;22;6;8;6;11
LUKA ZORIC;CED       ;16;16;0;0;0;0;0;0;0;0;0;0;0;0;2;10;1;7;3;9;2;8;17;24;3;8;4;7
ALEKSEY ZOZULIN;TIV       ;3;16;0;0;1;1;0;0;0;0;0;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
TOMISLAV ZUBCIC;CED       ;2;16;1;3;0;1;0;1;0;0;1;4;0;0;1;1;0;0;0;0;1;1;1;1;0;0;2;3
ANDREY ZUBKOV;TIV       ;29;16;3;4;4;15;1;8;2;7;5;8;0;0;5;11;1;3;1;1;1;4;15;18;6;8;5;7